Total Discharges,DRG Definition,Average Total Payments
106,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5192.69
106,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,35039.28
106,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,22184.4
106,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21343.5
106,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,17962.45
106,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,123171.31
106,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,19229.62
106,252 - OTHER VASCULAR PROCEDURES W MCC,20405.13
106,253 - OTHER VASCULAR PROCEDURES W CC,30136.309999999998
106,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",22783.690000000002
106,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",16251.91
106,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",49533.62
106,291 - HEART FAILURE & SHOCK W MCC,70523.63
106,292 - HEART FAILURE & SHOCK W CC,100676.70999999999
106,293 - HEART FAILURE & SHOCK W/O CC/MCC,15506.91
106,303 - ATHEROSCLEROSIS W/O MCC,3521.66
106,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,22154.239999999998
106,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,20537.63
106,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,34243.23
106,312 - SYNCOPE & COLLAPSE,18174.45
106,313 - CHEST PAIN,22623.12
106,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,12759.55
106,377 - G.I. HEMORRHAGE W MCC,23948.5
106,378 - G.I. HEMORRHAGE W CC,53179.44
106,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",38655.72
106,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,6980.29
106,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,90250.64
106,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,163619.16
106,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,40931.07
106,552 - MEDICAL BACK PROBLEMS W/O MCC,12444.27
106,603 - CELLULITIS W/O MCC,39209.46
106,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",40252.08
106,682 - RENAL FAILURE W MCC,57112.270000000004
106,683 - RENAL FAILURE W CC,54835.85
106,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8248.2
106,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,49400.729999999996
106,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,15452.33
106,812 - RED BLOOD CELL DISORDERS W/O MCC,23176.989999999998
106,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,217069.47
106,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,44739.58
106,885 - PSYCHOSES,5538.49
107,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,34306.62
107,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,29405.42
107,069 - TRANSIENT ISCHEMIA,12881.01
107,101 - SEIZURES W/O MCC,27326.89
107,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,37309.95
107,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,71924.25
107,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,48952.92
107,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,25710.77
107,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,89810.38
107,194 - SIMPLE PNEUMONIA & PLEURISY W CC,86724.56
107,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,17501.12
107,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,10766.43
107,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11369.79
107,253 - OTHER VASCULAR PROCEDURES W CC,38040.69
107,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11773.91
107,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",63810.880000000005
107,291 - HEART FAILURE & SHOCK W MCC,95368.16
107,292 - HEART FAILURE & SHOCK W CC,86835.62
107,293 - HEART FAILURE & SHOCK W/O CC/MCC,29210.45
107,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,22829.02
107,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,12312.3
107,312 - SYNCOPE & COLLAPSE,40771.11
107,313 - CHEST PAIN,27078.4
107,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,19281.72
107,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,7737.38
107,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,24819.3
107,377 - G.I. HEMORRHAGE W MCC,29032.45
107,378 - G.I. HEMORRHAGE W CC,38687.55
107,379 - G.I. HEMORRHAGE W/O CC/MCC,5483.16
107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",74623.54
107,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,54490.59
107,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,111274.45999999999
107,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,22238.22
107,552 - MEDICAL BACK PROBLEMS W/O MCC,31645.239999999998
107,603 - CELLULITIS W/O MCC,15609.24
107,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",19233.56
107,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",18896.53
107,682 - RENAL FAILURE W MCC,80130.05
107,683 - RENAL FAILURE W CC,42132.12
107,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,29539.39
107,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,71754.26
107,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,16092.85
107,812 - RED BLOOD CELL DISORDERS W/O MCC,5901.9
107,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,45123.81
107,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,98356.75
107,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,38426.5
107,885 - PSYCHOSES,5172.06
107,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,8126.29
107,948 - SIGNS & SYMPTOMS W/O MCC,4365.11
108,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,5906.22
108,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,9947.56
108,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,23799.05
108,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5549.98
108,069 - TRANSIENT ISCHEMIA,13759.75
108,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,22762.12
108,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,79220.46
108,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,49789.049999999996
108,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,15429.57
108,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,43963.76
108,194 - SIMPLE PNEUMONIA & PLEURISY W CC,74538.77
108,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,10648.83
108,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,13905.15
108,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,13801.28
108,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,41504.7
108,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,76330.17
108,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11712.43
108,252 - OTHER VASCULAR PROCEDURES W MCC,19499.43
108,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",23689.870000000003
108,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",19333.15
108,291 - HEART FAILURE & SHOCK W MCC,36836.87
108,292 - HEART FAILURE & SHOCK W CC,70822.21
108,293 - HEART FAILURE & SHOCK W/O CC/MCC,6039.44
108,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8167.34
108,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,21352.12
108,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,3969.08
108,312 - SYNCOPE & COLLAPSE,22770.579999999998
108,313 - CHEST PAIN,28452.98
108,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,23713.81
108,378 - G.I. HEMORRHAGE W CC,32678.309999999998
108,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",19241.81
108,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",56497.69
108,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,105128.14
108,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,154221.77
108,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,39405.729999999996
108,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,7049.5
108,552 - MEDICAL BACK PROBLEMS W/O MCC,10303.220000000001
108,603 - CELLULITIS W/O MCC,29555.36
108,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",20279.05
108,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",54779.58
108,682 - RENAL FAILURE W MCC,49857.28
108,683 - RENAL FAILURE W CC,52335.11
108,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,67541.64
108,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,15670.51
108,812 - RED BLOOD CELL DISORDERS W/O MCC,33646.83
108,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,188647.54
108,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,50196.43
108,948 - SIGNS & SYMPTOMS W/O MCC,3937.44
109,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,54238.93
109,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,42213.87
109,069 - TRANSIENT ISCHEMIA,8785.46
109,101 - SEIZURES W/O MCC,6343.18
109,149 - DYSEQUILIBRIUM,7318.09
109,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,33837.29
109,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,25150.6
109,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,50502.62
109,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,63034.36
109,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,25387.73
109,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,61549.36
109,194 - SIMPLE PNEUMONIA & PLEURISY W CC,101632.8
109,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,15520.27
109,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,75204.52
109,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,24165.379999999997
109,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,22905.48
109,252 - OTHER VASCULAR PROCEDURES W MCC,42963.130000000005
109,253 - OTHER VASCULAR PROCEDURES W CC,60596.3
109,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,23977.27
109,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",17874.93
109,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",65726.16
109,291 - HEART FAILURE & SHOCK W MCC,100055.81
109,292 - HEART FAILURE & SHOCK W CC,55809.729999999996
109,293 - HEART FAILURE & SHOCK W/O CC/MCC,3550.29
109,300 - PERIPHERAL VASCULAR DISORDERS W CC,11712.89
109,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,18656.18
109,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,17487.08
109,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,15846.65
109,312 - SYNCOPE & COLLAPSE,18845.120000000003
109,313 - CHEST PAIN,31204.9
109,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,26589.58
109,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,17316.1
109,378 - G.I. HEMORRHAGE W CC,24772.269999999997
109,389 - G.I. OBSTRUCTION W CC,6950.32
109,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",22967.36
109,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8703.18
109,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,24120.49
109,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,149505.85
109,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,12264.98
109,552 - MEDICAL BACK PROBLEMS W/O MCC,6701.94
109,603 - CELLULITIS W/O MCC,30816.0
109,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",16030.48
109,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",17306.010000000002
109,682 - RENAL FAILURE W MCC,40942.32
109,683 - RENAL FAILURE W CC,31090.28
109,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,7614.22
109,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,55313.04
109,812 - RED BLOOD CELL DISORDERS W/O MCC,20748.48
109,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,77111.11
109,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,37233.33
109,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,46543.81
109,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,33377.93
109,885 - PSYCHOSES,6286.77
109,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4349.2
11,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,449677.75
11,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,474905.97000000003
11,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,917282.47
11,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,575194.95
11,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,468974.29
11,069 - TRANSIENT ISCHEMIA,331207.06
11,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,527123.27
11,101 - SEIZURES W/O MCC,489922.91000000003
11,149 - DYSEQUILIBRIUM,342696.87
11,176 - PULMONARY EMBOLISM W/O MCC,837438.75
11,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,997538.97
11,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,871890.0700000001
11,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,629537.72
11,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,446050.3
11,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,297108.82
11,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,373037.76
11,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,644729.92
11,194 - SIMPLE PNEUMONIA & PLEURISY W CC,196948.28
11,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,435716.2
11,202 - BRONCHITIS & ASTHMA W CC/MCC,608539.62
11,203 - BRONCHITIS & ASTHMA W/O CC/MCC,523561.74
11,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3120573.16
11,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,1356725.16
11,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,903150.56
11,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,1470232.12
11,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,940865.08
11,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,1221450.48
11,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,287030.09
11,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,627268.3
11,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,348960.14
11,252 - OTHER VASCULAR PROCEDURES W MCC,1602263.08
11,253 - OTHER VASCULAR PROCEDURES W CC,1251989.59
11,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,594623.33
11,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1112850.27
11,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",678067.77
11,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",599709.16
11,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",922317.6
11,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",244243.4
11,291 - HEART FAILURE & SHOCK W MCC,563730.59
11,292 - HEART FAILURE & SHOCK W CC,151107.11000000002
11,293 - HEART FAILURE & SHOCK W/O CC/MCC,545435.05
11,300 - PERIPHERAL VASCULAR DISORDERS W CC,658294.05
11,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,405431.45
11,303 - ATHEROSCLEROSIS W/O MCC,423505.9
11,305 - HYPERTENSION W/O MCC,500609.75
11,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,803354.08
11,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,468968.24
11,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,262557.31
11,312 - SYNCOPE & COLLAPSE,209939.39
11,313 - CHEST PAIN,259633.27
11,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,892920.04
11,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,656365.11
11,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,3690795.33
11,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,1618494.76
11,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,959239.69
11,377 - G.I. HEMORRHAGE W MCC,1022141.89
11,378 - G.I. HEMORRHAGE W CC,419465.08
11,379 - G.I. HEMORRHAGE W/O CC/MCC,612507.32
11,389 - G.I. OBSTRUCTION W CC,651599.87
11,390 - G.I. OBSTRUCTION W/O CC/MCC,579468.46
11,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",688266.59
11,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",181605.09
11,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,658594.27
11,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1443471.35
11,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,690711.67
11,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,714814.1900000001
11,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,1178913.18
11,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,2209036.98
11,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,309810.63
11,473 - CERVICAL SPINAL FUSION W/O CC/MCC,892648.43
11,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,1921848.87
11,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,861474.08
11,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,1204667.06
11,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,367788.23
11,536 - FRACTURES OF HIP & PELVIS W/O MCC,489912.43
11,552 - MEDICAL BACK PROBLEMS W/O MCC,416440.31
11,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",531449.56
11,602 - CELLULITIS W MCC,1175981.2
11,603 - CELLULITIS W/O MCC,367660.2
11,638 - DIABETES W CC,494539.51
11,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",743516.34
11,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",214054.46
11,682 - RENAL FAILURE W MCC,577070.11
11,683 - RENAL FAILURE W CC,344837.64
11,684 - RENAL FAILURE W/O CC/MCC,495665.02
11,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,833237.53
11,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,248128.09
11,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,744196.58
11,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,629543.97
11,811 - RED BLOOD CELL DISORDERS W MCC,911222.78
11,812 - RED BLOOD CELL DISORDERS W/O MCC,433500.32
11,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,2498429.67
11,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,3056575.63
11,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,427456.52
11,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,589767.66
11,885 - PSYCHOSES,306510.5
11,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,321832.24
11,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,987319.54
11,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,567712.68
11,948 - SIGNS & SYMPTOMS W/O MCC,533899.31
110,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,5348.6
110,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,53429.86
110,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,36070.43
110,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,4206.52
110,069 - TRANSIENT ISCHEMIA,19107.02
110,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,25385.5
110,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,11705.95
110,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,45632.53
110,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,12934.55
110,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,35364.76
110,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,12680.97
110,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,81799.78
110,194 - SIMPLE PNEUMONIA & PLEURISY W CC,39360.23
110,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,45003.1
110,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,24843.33
110,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,14834.95
110,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,14204.04
110,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,26680.79
110,252 - OTHER VASCULAR PROCEDURES W MCC,61037.54
110,253 - OTHER VASCULAR PROCEDURES W CC,17760.43
110,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",10281.19
110,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",10556.07
110,291 - HEART FAILURE & SHOCK W MCC,126865.76000000001
110,292 - HEART FAILURE & SHOCK W CC,106245.43
110,293 - HEART FAILURE & SHOCK W/O CC/MCC,14018.91
110,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,9896.79
110,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,3944.32
110,312 - SYNCOPE & COLLAPSE,45118.58
110,313 - CHEST PAIN,16094.07
110,377 - G.I. HEMORRHAGE W MCC,13732.29
110,378 - G.I. HEMORRHAGE W CC,36647.68
110,390 - G.I. OBSTRUCTION W/O CC/MCC,4203.14
110,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",60727.82
110,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8556.76
110,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,72183.52
110,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,136112.14
110,473 - CERVICAL SPINAL FUSION W/O CC/MCC,13664.27
110,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,39009.53
110,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,14719.82
110,552 - MEDICAL BACK PROBLEMS W/O MCC,22113.02
110,603 - CELLULITIS W/O MCC,18686.39
110,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",39672.49
110,682 - RENAL FAILURE W MCC,10110.97
110,683 - RENAL FAILURE W CC,42018.72
110,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,20127.08
110,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,34030.05
110,812 - RED BLOOD CELL DISORDERS W/O MCC,39252.55
110,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,99434.92
110,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,36282.11
110,885 - PSYCHOSES,5647.56
110,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4557.23
110,948 - SIGNS & SYMPTOMS W/O MCC,8083.1
111,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,5066.52
111,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,13761.5
111,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,39030.41
111,069 - TRANSIENT ISCHEMIA,15710.060000000001
111,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,36334.79
111,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8917.45
